Week,Tier,#,Player 1,Player 2,Date,Completed by,Game,Goal,Source goal,Time (mins),Completed at (mins into match),Order,Square type,Start VOD link,End VOD link,Match link,Created unixtime
Week 1,A,1,Flesh177,glove,03/03/2026,glove,Rakshasa,RAKSHASA: Beat the first stage,RAKSHASA: Beat the first stage,2.7,60.2,8,Other,https://www.youtube.com/watch?v=ndf2M8iMDfI&t=3666,https://www.youtube.com/watch?v=ndf2M8iMDfI&t=3826,https://ufo50.bingo/match/HJ4KXhDGTYm4IG3wXrwr2w,1772552848
Week 1,A,1,Flesh177,glove,03/03/2026,glove,The Big Bell Race,THE BIG BELL RACE: Gold disk with no deaths,THE BIG BELL RACE: Gold disk with no deaths,0,83.6,15,Diagonal,https://www.youtube.com/watch?v=ndf2M8iMDfI&t=5229,https://www.youtube.com/watch?v=ndf2M8iMDfI&t=5230,https://ufo50.bingo/match/HJ4KXhDGTYm4IG3wXrwr2w,1772552848
Week 1,A,1,Flesh177,glove,03/03/2026,Flesh177,Valbrace,VALBRACE: Use up a throne without defeating the Crone,VALBRACE: Use up a throne without defeating the Crone,6.5,91.5,17,Other,https://www.youtube.com/watch?v=ndf2M8iMDfI&t=5311,https://www.youtube.com/watch?v=ndf2M8iMDfI&t=5701,https://ufo50.bingo/match/HJ4KXhDGTYm4IG3wXrwr2w,1772552848
Week 1,A,1,Flesh177,glove,03/03/2026,glove,Kick Club,KICK CLUB: Eat 10 hidden desserts,KICK CLUB: Eat 10 hidden desserts,8.5,92.1,19,Other,https://www.youtube.com/watch?v=ndf2M8iMDfI&t=5230,https://www.youtube.com/watch?v=ndf2M8iMDfI&t=5740,https://ufo50.bingo/match/HJ4KXhDGTYm4IG3wXrwr2w,1772552848
Week 1,A,1,Flesh177,glove,03/03/2026,Flesh177,General,Collect 8 gifts from games on this card,Collect {{gift_count}} gifts from games on this card,0,91.5,18,Other,https://www.youtube.com/watch?v=ndf2M8iMDfI&t=5701,https://www.youtube.com/watch?v=ndf2M8iMDfI&t=5702,https://ufo50.bingo/match/HJ4KXhDGTYm4IG3wXrwr2w,1772552848
Week 1,A,1,Flesh177,glove,03/03/2026,glove,Block Koala,BLOCK KOALA: Beat 3 story levels without using the undo button,BLOCK KOALA: Beat 3 story levels without using the undo button,5.4,57.6,7,Diagonal,https://www.youtube.com/watch?v=ndf2M8iMDfI&t=3345,https://www.youtube.com/watch?v=ndf2M8iMDfI&t=3666,https://ufo50.bingo/match/HJ4KXhDGTYm4IG3wXrwr2w,1772552848
Week 1,C2,,Flebmeb,Samantha,03/03/2026,Flebmeb,Mooncat,MOONCAT: Defeat 6 unique enemy types,MOONCAT: Defeat 6 unique enemy types,8.9,43.2,8,Diagonal,https://youtu.be/ojjYu-QhPLA?si=BZHSnhBRkaz3GfV2&t=3110,https://youtu.be/ojjYu-QhPLA?si=BZHSnhBRkaz3GfV2&t=3646,https://ufo50.bingo/match/qt7UJkukQfOVUoKUXF_C6w,1772563926
Week 1,C2,,Flebmeb,Samantha,03/03/2026,Samantha,Vainger,VAINGER: Show 25%+ Completion in the library,VAINGER: Show 25%+ Completion in the library,14.8,97.8,12,Other,https://youtu.be/ojjYu-QhPLA?si=BZHSnhBRkaz3GfV2&t=6038,https://youtu.be/ojjYu-QhPLA?si=BZHSnhBRkaz3GfV2&t=6924,https://ufo50.bingo/match/qt7UJkukQfOVUoKUXF_C6w,1772563926
Week 1,C2,,Flebmeb,Samantha,03/03/2026,Flebmeb,Campanella,CAMPANELLA: Defeat the Stage B Boss,CAMPANELLA: Defeat the Stage B Boss,3.5,22.3,3,Other,https://youtu.be/ojjYu-QhPLA?si=BZHSnhBRkaz3GfV2&t=2181,https://youtu.be/ojjYu-QhPLA?si=BZHSnhBRkaz3GfV2&t=2392,https://ufo50.bingo/match/qt7UJkukQfOVUoKUXF_C6w,1772563926
Week 1,C2,,Flebmeb,Samantha,03/03/2026,,General,Defeat 8 bosses from games on this card,Defeat 8 bosses from games on this card,,,,Other,,,https://ufo50.bingo/match/qt7UJkukQfOVUoKUXF_C6w,1772563926
Week 1,C2,,Flebmeb,Samantha,03/03/2026,Samantha,Porgy,PORGY: Equip the Missile System,PORGY: Equip the {{porgy_upgrade2}},6.6,24.5,4,Diagonal,https://youtu.be/ojjYu-QhPLA?si=BZHSnhBRkaz3GfV2&t=2129,https://youtu.be/ojjYu-QhPLA?si=BZHSnhBRkaz3GfV2&t=2526,https://ufo50.bingo/match/qt7UJkukQfOVUoKUXF_C6w,1772563926
Week 1,C2,,Flebmeb,Samantha,03/03/2026,Flebmeb,Devilition,DEVILITION: Have 6 villagers at once,DEVILITION: Have 6 villagers at once,21.7,64.9,10,Other,https://youtu.be/ojjYu-QhPLA?si=BZHSnhBRkaz3GfV2&t=3646,https://youtu.be/ojjYu-QhPLA?si=BZHSnhBRkaz3GfV2&t=4947,https://ufo50.bingo/match/qt7UJkukQfOVUoKUXF_C6w,1772563926
Week 1,C2,,Flebmeb,Samantha,03/03/2026,,General,Gold disk 4 games on this card,Gold disk {{gold_count}} games on this card,,,,Diagonal,,,https://ufo50.bingo/match/qt7UJkukQfOVUoKUXF_C6w,1772563926
Week 1,C2,,Flebmeb,Samantha,03/03/2026,Samantha,Seaside Drive,SEASIDE DRIVE: Beat Stage 2,SEASIDE DRIVE: Beat Stage 2,6.2,104,13,Other,https://youtu.be/ojjYu-QhPLA?si=BZHSnhBRkaz3GfV2&t=6924,https://youtu.be/ojjYu-QhPLA?si=BZHSnhBRkaz3GfV2&t=7294,https://ufo50.bingo/match/qt7UJkukQfOVUoKUXF_C6w,1772563926
Week 1,C2,,Flebmeb,Samantha,03/03/2026,Flebmeb,Campanella,CAMPANELLA: Collect 7 coffees,CAMPANELLA: Collect 7 coffees,18.8,18.8,2,Diagonal,https://youtu.be/ojjYu-QhPLA?si=BZHSnhBRkaz3GfV2&t=1054,https://youtu.be/ojjYu-QhPLA?si=BZHSnhBRkaz3GfV2&t=2181,https://ufo50.bingo/match/qt7UJkukQfOVUoKUXF_C6w,1772563926
Week 1,C2,,Flebmeb,Samantha,03/03/2026,,Cyber Owls,CYBER OWLS: HAWK-BASE allowed; beat Antarctica,CYBER OWLS: HAWK-BASE allowed; beat Antarctica,,,,Other,,,https://ufo50.bingo/match/qt7UJkukQfOVUoKUXF_C6w,1772563926
Week 1,C2,,Flebmeb,Samantha,03/03/2026,,Campanella 3,CAMPANELLA 3: Defeat Robopoke with 2+ continues,CAMPANELLA 3: Defeat Robopoke with 2+ continues,,,,Other,,,https://ufo50.bingo/match/qt7UJkukQfOVUoKUXF_C6w,1772563926
Week 1,C2,,Flebmeb,Samantha,03/03/2026,Samantha,Warptank,"WARPTANK: SLIM-TANK allowed; Beat sectors: Stare, Form, and Sore","WARPTANK: SLIM-TANK allowed; Beat sectors: Stare, Form, and Sore",23.4,83.1,11,Other,https://youtu.be/ojjYu-QhPLA?si=BZHSnhBRkaz3GfV2&t=4637,https://youtu.be/ojjYu-QhPLA?si=BZHSnhBRkaz3GfV2&t=6038,https://ufo50.bingo/match/qt7UJkukQfOVUoKUXF_C6w,1772563926
Week 1,C2,,Flebmeb,Samantha,03/03/2026,Samantha,Barbuta,BARBUTA: Obtain the Rod and Blood Sword,BARBUTA: Obtain the Rod and Blood Sword,6,30.5,5,Center,https://youtu.be/ojjYu-QhPLA?si=BZHSnhBRkaz3GfV2&t=2526,https://youtu.be/ojjYu-QhPLA?si=BZHSnhBRkaz3GfV2&t=2884,https://ufo50.bingo/match/qt7UJkukQfOVUoKUXF_C6w,1772563926
Week 1,C2,,Flebmeb,Samantha,03/03/2026,,Caramel Caramel,CARAMEL CARAMEL: Beat the Egg,CARAMEL CARAMEL: Beat the Egg,,,,Other,,,https://ufo50.bingo/match/qt7UJkukQfOVUoKUXF_C6w,1772563926
Week 1,C2,,Flebmeb,Samantha,03/03/2026,,General,Collect 6 gifts from games on this card,Collect {{gift_count}} gifts from games on this card,,,,Other,,,https://ufo50.bingo/match/qt7UJkukQfOVUoKUXF_C6w,1772563926
Week 1,C2,,Flebmeb,Samantha,03/03/2026,,Golfaria,GOLFARIA: Collect 2 Holy Tee pieces,GOLFARIA: Collect 2 Holy Tee pieces,,,,Other,,,https://ufo50.bingo/match/qt7UJkukQfOVUoKUXF_C6w,1772563926
Week 1,C2,,Flebmeb,Samantha,03/03/2026,Samantha,Bug Hunter,BUG HUNTER: Complete a job,BUG HUNTER: Complete a job,13.2,117.2,14,Diagonal,https://youtu.be/ojjYu-QhPLA?si=BZHSnhBRkaz3GfV2&t=7294,https://youtu.be/ojjYu-QhPLA?si=BZHSnhBRkaz3GfV2&t=8088,https://ufo50.bingo/match/qt7UJkukQfOVUoKUXF_C6w,1772563926
Week 1,C2,,Flebmeb,Samantha,03/03/2026,,General,"DAY JOB: Beat 9 levels across Rail Heist, Onion Delivery, and Bug Hunter","DAY JOB: Beat 9 levels across Rail Heist, Onion Delivery, and Bug Hunter",,,,Other,,,https://ufo50.bingo/match/qt7UJkukQfOVUoKUXF_C6w,1772563926
Week 1,C2,,Flebmeb,Samantha,03/03/2026,,Ninpek,NINPEK: Collect 3 crowns,NINPEK: Collect 3 crowns,,,,Diagonal,,,https://ufo50.bingo/match/qt7UJkukQfOVUoKUXF_C6w,1772563926
Week 1,C2,,Flebmeb,Samantha,03/03/2026,,Fist Hell,FIST HELL: Reach wave 7 in the gym,FIST HELL: Reach wave 7 in the gym,,,,Other,,,https://ufo50.bingo/match/qt7UJkukQfOVUoKUXF_C6w,1772563926
Week 1,C2,,Flebmeb,Samantha,03/03/2026,,General,Beat 4 levels in 5 games on this card,Beat 4 levels in 5 games on this card,,,,Diagonal,,,https://ufo50.bingo/match/qt7UJkukQfOVUoKUXF_C6w,1772563926
Week 1,C2,,Flebmeb,Samantha,03/03/2026,Flebmeb,Hyper Contender,HYPER CONTENDER: Gold disk as Brazz or Yogo,HYPER CONTENDER: Gold disk as {{hc_char}} or {{hc_char}},12,34.3,6,Other,https://youtu.be/ojjYu-QhPLA?si=BZHSnhBRkaz3GfV2&t=2392,https://youtu.be/ojjYu-QhPLA?si=BZHSnhBRkaz3GfV2&t=3110,https://ufo50.bingo/match/qt7UJkukQfOVUoKUXF_C6w,1772563926
Week 1,C2,,Flebmeb,Samantha,03/03/2026,Samantha,Block Koala,BLOCK KOALA: Beat 3 story levels without using the undo button,BLOCK KOALA: Beat 3 story levels without using the undo button,17.9,17.9,1,Other,https://youtu.be/ojjYu-QhPLA?si=BZHSnhBRkaz3GfV2&t=1054,https://youtu.be/ojjYu-QhPLA?si=BZHSnhBRkaz3GfV2&t=2129,https://ufo50.bingo/match/qt7UJkukQfOVUoKUXF_C6w,1772563926
Week 1,C2,,Flebmeb,Samantha,03/03/2026,Samantha,Avianos,AVIANOS: BLUE-BEAK allowed; Win the Adult campaign game with a Blessing from each Ancestor,AVIANOS: BLUE-BEAK allowed; Win the Adult campaign game with a Blessing from each Ancestor,19.1,59.7,9,Other,https://youtu.be/ojjYu-QhPLA?si=BZHSnhBRkaz3GfV2&t=3490,https://youtu.be/ojjYu-QhPLA?si=BZHSnhBRkaz3GfV2&t=4637,https://ufo50.bingo/match/qt7UJkukQfOVUoKUXF_C6w,1772563926
Week 1,C2,,Flebmeb,Samantha,03/03/2026,Samantha,Lords of Diskonia,LORDS OF DISKONIA: Beat Narrow Pass,LORDS OF DISKONIA: Beat Narrow Pass,10.1,40.6,7,Diagonal,https://youtu.be/ojjYu-QhPLA?si=BZHSnhBRkaz3GfV2&t=2884,https://youtu.be/ojjYu-QhPLA?si=BZHSnhBRkaz3GfV2&t=3490,https://ufo50.bingo/match/qt7UJkukQfOVUoKUXF_C6w,1772563926
Week 1,B1,,A guy,Lizstar,03/03/2026,Lizstar,Magic Garden,MAGIC GARDEN: Use OVER-GROW; save 30+ oppies in a run,MAGIC GARDEN: Use OVER-GROW; save 30+ oppies in a run,1.6,1.6,1,Diagonal,https://youtu.be/0QJZiwUlE_E?t=299,https://youtu.be/0QJZiwUlE_E?t=393,https://ufo50.bingo/match/ccdmEFGzRXmS_eo4iuMjDQ,1772582075
Week 1,B1,,A guy,Lizstar,03/03/2026,A guy,General,"DAY JOB: Beat 9 levels across Rail Heist, Onion Delivery, and Bug Hunter","DAY JOB: Beat 9 levels across Rail Heist, Onion Delivery, and Bug Hunter",7,75.1,19,Other,https://youtu.be/0QJZiwUlE_E?t=4385,https://youtu.be/0QJZiwUlE_E?t=4805,https://ufo50.bingo/match/ccdmEFGzRXmS_eo4iuMjDQ,1772582075
Week 1,B1,,A guy,Lizstar,03/03/2026,Lizstar,Vainger,VAINGER: Beat 3 bosses,VAINGER: Beat 3 bosses,6.1,55.6,15,Other,https://youtu.be/0QJZiwUlE_E?t=3271,https://youtu.be/0QJZiwUlE_E?t=3635,https://ufo50.bingo/match/ccdmEFGzRXmS_eo4iuMjDQ,1772582075
Week 1,B1,,A guy,Lizstar,03/03/2026,,Overbold,OVERBOLD: Cherry Disk,OVERBOLD: Cherry Disk,,,,Other,,,https://ufo50.bingo/match/ccdmEFGzRXmS_eo4iuMjDQ,1772582075
Week 1,B1,,A guy,Lizstar,03/03/2026,A guy,Mini & Max,MINI & MAX: Return the stolen Termite Egg to the outlet,MINI & MAX: Return the stolen Termite Egg to the outlet,4.5,18,5,Diagonal,https://youtu.be/0QJZiwUlE_E?t=1112,https://youtu.be/0QJZiwUlE_E?t=1379,https://ufo50.bingo/match/ccdmEFGzRXmS_eo4iuMjDQ,1772582075
Week 1,B1,,A guy,Lizstar,03/03/2026,A guy,Barbuta,BARBUTA: Fill 5 item slots (you start at 1),BARBUTA: Fill 5 item slots (you start at 1),5.9,5.9,2,Other,https://youtu.be/0QJZiwUlE_E?t=299,https://youtu.be/0QJZiwUlE_E?t=651,https://ufo50.bingo/match/ccdmEFGzRXmS_eo4iuMjDQ,1772582075
Week 1,B1,,A guy,Lizstar,03/03/2026,Lizstar,Vainger,VAINGER: Obtain the Force Mod from Verde Sector,VAINGER: Obtain the Force Mod from Verde Sector,7.3,71.7,18,Diagonal,https://youtu.be/0QJZiwUlE_E?t=4165,https://youtu.be/0QJZiwUlE_E?t=4603,https://ufo50.bingo/match/ccdmEFGzRXmS_eo4iuMjDQ,1772582075
Week 1,B1,,A guy,Lizstar,03/03/2026,Lizstar,Campanella 3,CAMPANELLA 3: Earn 3 star waves in Stage C,CAMPANELLA 3: Earn 3 star waves in Stage C,0,18.3,7,Other,https://youtu.be/0QJZiwUlE_E?t=1398,https://youtu.be/0QJZiwUlE_E?t=1399,https://ufo50.bingo/match/ccdmEFGzRXmS_eo4iuMjDQ,1772582075
Week 1,B1,,A guy,Lizstar,03/03/2026,Lizstar,Quibble Race,"QUIBBLE RACE: Have your sponsored Quibble win the race, while boosting a different one","QUIBBLE RACE: Have your sponsored Quibble win the race, while boosting a different one",3.8,46.4,12,Diagonal,https://youtu.be/0QJZiwUlE_E?t=2854,https://youtu.be/0QJZiwUlE_E?t=3085,https://ufo50.bingo/match/ccdmEFGzRXmS_eo4iuMjDQ,1772582075
Week 1,B1,,A guy,Lizstar,03/03/2026,Lizstar,General,Beat 2 levels in 6 games on this card,Beat 2 levels in 6 games on this card,15.8,34.1,9,Other,https://youtu.be/0QJZiwUlE_E?t=1399,https://youtu.be/0QJZiwUlE_E?t=2346,https://ufo50.bingo/match/ccdmEFGzRXmS_eo4iuMjDQ,1772582075
Week 1,B1,,A guy,Lizstar,03/03/2026,A guy,Paint Chase,PAINT CHASE: Score 180+ points,PAINT CHASE: Score 180+ points,17.9,68.1,17,Other,https://youtu.be/0QJZiwUlE_E?t=3313,https://youtu.be/0QJZiwUlE_E?t=4385,https://ufo50.bingo/match/ccdmEFGzRXmS_eo4iuMjDQ,1772582075
Week 1,B1,,A guy,Lizstar,03/03/2026,A guy,Ninpek,NINPEK: Collect 5 purple eggs from enemies,NINPEK: Collect 5 purple eggs from enemies,2.4,8.3,3,Other,https://youtu.be/0QJZiwUlE_E?t=651,https://youtu.be/0QJZiwUlE_E?t=797,https://ufo50.bingo/match/ccdmEFGzRXmS_eo4iuMjDQ,1772582075
Week 1,B1,,A guy,Lizstar,03/03/2026,Lizstar,General,Defeat a boss in 6 games on this card,Defeat a boss in 6 games on this card,3.2,64.4,16,Center,https://youtu.be/0QJZiwUlE_E?t=3972,https://youtu.be/0QJZiwUlE_E?t=4165,https://ufo50.bingo/match/ccdmEFGzRXmS_eo4iuMjDQ,1772582075
Week 1,B1,,A guy,Lizstar,03/03/2026,Lizstar,Pilot Quest,PILOT QUEST: Defeat Unktomi (Spider boss),PILOT QUEST: Defeat Unktomi (Spider boss),2.9,82.1,21,Other,https://youtu.be/0QJZiwUlE_E?t=5050,https://youtu.be/0QJZiwUlE_E?t=5225,https://ufo50.bingo/match/ccdmEFGzRXmS_eo4iuMjDQ,1772582075
Week 1,B1,,A guy,Lizstar,03/03/2026,,Fist Hell,FIST HELL: Clear the 4th scare,FIST HELL: Clear the 4th scare,,,,Other,,,https://ufo50.bingo/match/ccdmEFGzRXmS_eo4iuMjDQ,1772582075
Week 1,B1,,A guy,Lizstar,03/03/2026,,General,Cherry disk 2 games on this card,Cherry disk {{cherry_count}} games on this card,,,,Other,,,https://ufo50.bingo/match/ccdmEFGzRXmS_eo4iuMjDQ,1772582075
Week 1,B1,,A guy,Lizstar,03/03/2026,Lizstar,Campanella 3,CAMPANELLA 3: Clear 6 waves 100%,CAMPANELLA 3: Clear 6 waves 100%,16.8,18.3,6,Diagonal,https://youtu.be/0QJZiwUlE_E?t=393,https://youtu.be/0QJZiwUlE_E?t=1398,https://ufo50.bingo/match/ccdmEFGzRXmS_eo4iuMjDQ,1772582075
Week 1,B1,,A guy,Lizstar,03/03/2026,A guy,Mini & Max,MINI & MAX: Have 150+ shinies at once without obtaining the Shrink Potion,MINI & MAX: Have 150+ shinies at once without obtaining the Shrink Potion,16.4,41.3,10,Other,https://youtu.be/0QJZiwUlE_E?t=1793,https://youtu.be/0QJZiwUlE_E?t=2777,https://ufo50.bingo/match/ccdmEFGzRXmS_eo4iuMjDQ,1772582075
Week 1,B1,,A guy,Lizstar,03/03/2026,Lizstar,Hyper Contender,HYPER CONTENDER: Beat Draft Mode (Default ring settings),HYPER CONTENDER: Beat Draft Mode (Default ring settings),8.5,42.6,11,Diagonal,https://youtu.be/0QJZiwUlE_E?t=2346,https://youtu.be/0QJZiwUlE_E?t=2854,https://ufo50.bingo/match/ccdmEFGzRXmS_eo4iuMjDQ,1772582075
Week 1,B1,,A guy,Lizstar,03/03/2026,A guy,Rock On! Island,ROCK ON! ISLAND: Beat Initial Encounter,ROCK ON! ISLAND: Beat Initial Encounter,5.2,13.5,4,Other,https://youtu.be/0QJZiwUlE_E?t=797,https://youtu.be/0QJZiwUlE_E?t=1112,https://ufo50.bingo/match/ccdmEFGzRXmS_eo4iuMjDQ,1772582075
Week 1,B1,,A guy,Lizstar,03/03/2026,Lizstar,Party House,PARTY HOUSE: Beat Money Management with your popularity maxed out,PARTY HOUSE: Beat {{ph_all}} with your popularity maxed out,7.5,79.2,20,Diagonal,https://youtu.be/0QJZiwUlE_E?t=4603,https://youtu.be/0QJZiwUlE_E?t=5050,https://ufo50.bingo/match/ccdmEFGzRXmS_eo4iuMjDQ,1772582075
Week 1,B1,,A guy,Lizstar,03/03/2026,A guy,Block Koala,"BLOCK KOALA: WORM-1234 allowed; Beat levels 9, 37, 47","BLOCK KOALA: WORM-1234 allowed; Beat levels {{bk_hard}}, {{bk_hard}}, {{bk_hard}}",8.9,50.2,14,Other,https://youtu.be/0QJZiwUlE_E?t=2777,https://youtu.be/0QJZiwUlE_E?t=3313,https://ufo50.bingo/match/ccdmEFGzRXmS_eo4iuMjDQ,1772582075
Week 1,B1,,A guy,Lizstar,03/03/2026,Lizstar,Hot Foot,"HOT FOOT: Use TEST-BAGS: Win a 30-point, 1-special-cost game. All throws that score points must be Special Throws","HOT FOOT: Use TEST-BAGS: Win a 30-point, 1-special-cost game. All throws that score points must be Special Throws",4.8,86.9,22,Other,https://youtu.be/0QJZiwUlE_E?t=5225,https://youtu.be/0QJZiwUlE_E?t=5514,https://ufo50.bingo/match/ccdmEFGzRXmS_eo4iuMjDQ,1772582075
Week 1,B1,,A guy,Lizstar,03/03/2026,Lizstar,General,Collect 7 gifts from games on this card,Collect {{gift_count}} gifts from games on this card,3.1,49.5,13,Other,https://youtu.be/0QJZiwUlE_E?t=3085,https://youtu.be/0QJZiwUlE_E?t=3271,https://ufo50.bingo/match/ccdmEFGzRXmS_eo4iuMjDQ,1772582075
Week 1,B1,,A guy,Lizstar,03/03/2026,A guy,Bug Hunter,BUG HUNTER: Use GOOD-JOBS; Beat Job 1 on 983462,BUG HUNTER: Use GOOD-JOBS; Beat Job 1 on {{dig1}}{{dig2}}{{dig3}}{{dig4}}{{dig5}}{{dig6}},6.9,24.9,8,Diagonal,https://youtu.be/0QJZiwUlE_E?t=1379,https://youtu.be/0QJZiwUlE_E?t=1793,https://ufo50.bingo/match/ccdmEFGzRXmS_eo4iuMjDQ,1772582075
Week 1,B2,,digiholic,euni,03/03/2026,,Magic Garden,MAGIC GARDEN: Obtain a score multiplier of 8x,MAGIC GARDEN: Obtain a score multiplier of 8x,,,,Diagonal,,,https://ufo50.bingo/match/osX_NH2USCKR0hTZeTU83Q,1772586835
Week 1,B2,,digiholic,euni,03/03/2026,,Bushido Ball,BUSHIDO BALL: Win the first match as every character,BUSHIDO BALL: Win the first match as every character,,,,Other,,,https://ufo50.bingo/match/osX_NH2USCKR0hTZeTU83Q,1772586835
Week 1,B2,,digiholic,euni,03/03/2026,,General,"WAR IS BAD: Win 9 battles across Attactics, Avianos, and Combatants","WAR IS BAD: Win 9 battles across Attactics, Avianos, and Combatants",,,,Other,,,https://ufo50.bingo/match/osX_NH2USCKR0hTZeTU83Q,1772586835
Week 1,B2,,digiholic,euni,03/03/2026,,Overbold,OVERBOLD: Complete a wave with $1000+ stakes without using bombs,OVERBOLD: Complete a wave with $1000+ stakes without using bombs,,,,Other,,,https://ufo50.bingo/match/osX_NH2USCKR0hTZeTU83Q,1772586835
Week 1,B2,,digiholic,euni,03/03/2026,euni,Rail Heist,RAIL HEIST: Beat 5 levels,RAIL HEIST: Beat 5 levels,7.6,7.6,2,Diagonal,,,https://ufo50.bingo/match/osX_NH2USCKR0hTZeTU83Q,1772586835
Week 1,B2,,digiholic,euni,03/03/2026,,General,Defeat 2 bosses in 4 games on this card,Defeat 2 bosses in 4 games on this card,,,,Other,,,https://ufo50.bingo/match/osX_NH2USCKR0hTZeTU83Q,1772586835
Week 1,B2,,digiholic,euni,03/03/2026,,Hyper Contender,HYPER CONTENDER: Beat Draft Mode (Default ring settings),HYPER CONTENDER: Beat Draft Mode (Default ring settings),,,,Diagonal,,,https://ufo50.bingo/match/osX_NH2USCKR0hTZeTU83Q,1772586835
Week 1,B2,,digiholic,euni,03/03/2026,,Combatants,COMBATANTS: Beat Skirmish,COMBATANTS: Beat Skirmish,,,,Other,,,https://ufo50.bingo/match/osX_NH2USCKR0hTZeTU83Q,1772586835
Week 1,B2,,digiholic,euni,03/03/2026,,Divers,DIVERS: Win a fight against Piranhas,DIVERS: Win a fight against Piranhas,,,,Diagonal,,,https://ufo50.bingo/match/osX_NH2USCKR0hTZeTU83Q,1772586835
Week 1,B2,,digiholic,euni,03/03/2026,,Mortol,MORTOL: Clear all levels in World 1,MORTOL: Clear all levels in World 1,,,,Other,,,https://ufo50.bingo/match/osX_NH2USCKR0hTZeTU83Q,1772586835
Week 1,B2,,digiholic,euni,03/03/2026,digiholic,Porgy,PORGY: Equip the Buster Torpedoes,PORGY: Equip the {{porgy_upgrade}},3.1,3.1,1,Other,,,https://ufo50.bingo/match/osX_NH2USCKR0hTZeTU83Q,1772586835
Week 1,B2,,digiholic,euni,03/03/2026,,Rock On! Island,ROCK ON! ISLAND: CLUB-PASS allowed; beat Jungle Rush without chickens,ROCK ON! ISLAND: CLUB-PASS allowed; beat Jungle Rush without chickens,,,,Other,,,https://ufo50.bingo/match/osX_NH2USCKR0hTZeTU83Q,1772586835
Week 1,B2,,digiholic,euni,03/03/2026,,Party House,PARTY HOUSE: Beat A Magical Night with at least one of each guest purchased in the shop,PARTY HOUSE: Beat {{ph_all}} with at least one of each guest purchased in the shop,,,,Center,,,https://ufo50.bingo/match/osX_NH2USCKR0hTZeTU83Q,1772586835
Week 1,B2,,digiholic,euni,03/03/2026,,General,Gold disk 3 games on this card,Gold disk {{gold_count}} games on this card,,,,Other,,,https://ufo50.bingo/match/osX_NH2USCKR0hTZeTU83Q,1772586835
Week 1,B2,,digiholic,euni,03/03/2026,,Barbuta,BARBUTA: Fill 5 item slots (you start at 1),BARBUTA: Fill 5 item slots (you start at 1),,,,Other,,,https://ufo50.bingo/match/osX_NH2USCKR0hTZeTU83Q,1772586835
Week 1,B2,,digiholic,euni,03/03/2026,,Campanella 3,CAMPANELLA 3: Defeat Robopoke with 2+ continues,CAMPANELLA 3: Defeat Robopoke with 2+ continues,,,,Other,,,https://ufo50.bingo/match/osX_NH2USCKR0hTZeTU83Q,1772586835
Week 1,B2,,digiholic,euni,03/03/2026,,General,Beat 2 levels in 6 games on this card,Beat 2 levels in 6 games on this card,,,,Diagonal,,,https://ufo50.bingo/match/osX_NH2USCKR0hTZeTU83Q,1772586835
Week 1,B2,,digiholic,euni,03/03/2026,,Camouflage,CAMOUFLAGE: Gold disk,CAMOUFLAGE: Gold disk,,,,Other,,,https://ufo50.bingo/match/osX_NH2USCKR0hTZeTU83Q,1772586835
Week 1,B2,,digiholic,euni,03/03/2026,digiholic,Cyber Owls,CYBER OWLS: Beat Chicago,CYBER OWLS: Beat {{owls}},8.7,11.8,3,Diagonal,,,https://ufo50.bingo/match/osX_NH2USCKR0hTZeTU83Q,1772586835
Week 1,B2,,digiholic,euni,03/03/2026,,Bushido Ball,"BUSHIDO BALL: Gold disk as Tomoe (laws on, 8+ points)","BUSHIDO BALL: Gold disk as {{bushido_gold}} (laws on, 8+ points)",,,,Other,,,https://ufo50.bingo/match/osX_NH2USCKR0hTZeTU83Q,1772586835
Week 1,B2,,digiholic,euni,03/03/2026,,Attactics,ATTACTICS: Reach Lieutenant (50+) in Ranked Mode,ATTACTICS: Reach Lieutenant (50+) in Ranked Mode,,,,Diagonal,,,https://ufo50.bingo/match/osX_NH2USCKR0hTZeTU83Q,1772586835
Week 1,B2,,digiholic,euni,03/03/2026,,Caramel Caramel,"CARAMEL CARAMEL: Score 8,000+ points in the prologue","CARAMEL CARAMEL: Score 8,000+ points in the prologue",,,,Other,,,https://ufo50.bingo/match/osX_NH2USCKR0hTZeTU83Q,1772586835
Week 1,B2,,digiholic,euni,03/03/2026,,Overbold,OVERBOLD: Gold disk,OVERBOLD: Gold disk,,,,Other,,,https://ufo50.bingo/match/osX_NH2USCKR0hTZeTU83Q,1772586835
Week 1,B2,,digiholic,euni,03/03/2026,,Kick Club,KICK CLUB: Eat 10 hidden desserts,KICK CLUB: Eat 10 hidden desserts,,,,Other,,,https://ufo50.bingo/match/osX_NH2USCKR0hTZeTU83Q,1772586835
Week 1,B2,,digiholic,euni,03/03/2026,,General,Collect 6 gifts from games on this card,Collect {{gift_count}} gifts from games on this card,,,,Diagonal,,,https://ufo50.bingo/match/osX_NH2USCKR0hTZeTU83Q,1772586835
Week 1,C1,,amarettosis,thumpus,03/03/2026,,General,Collect 8 gifts from games on this card,Collect {{gift_count}} gifts from games on this card,,,,Diagonal,,,https://ufo50.bingo/match/Bzj2YG_7QkOsazdK1Gt_dQ,1772590025
